fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id,Acid_Ratio,Sulfur_Ratio,Sugar_Alcohol_Ratio,Total_Acidity,pH_Category,Alcohol_Sulphates_Interaction
7.0,0.62,0.18,1.5,0.062,7.0,50.0,0.9951,3.08,0.6,9.3,5,439,0.08857142857142856,0.14,0.16129032258064516,7.8,Low,5.58
12.6,0.31,0.72,2.2,0.072,6.0,29.0,0.9987,2.88,0.82,9.8,8,440,0.024603174603174603,0.20689655172413793,0.22448979591836735,13.63,Very Low,8.036
15.6,0.685,0.76,3.7,0.1,6.0,43.0,1.0032,2.95,0.68,11.2,7,442,0.043910256410256414,0.13953488372093023,0.3303571428571429,17.045,Very Low,7.616
5.3,0.57,0.01,1.7,0.054,5.0,27.0,0.9934,3.57,0.84,12.5,7,444,0.10754716981132074,0.18518518518518517,0.136,5.88,Moderate,10.5
12.5,0.38,0.6,2.6,0.081,31.0,72.0,0.9996,3.1,0.73,10.5,5,446,0.0304,0.4305555555555556,0.24761904761904763,13.48,Low,7.665
9.3,0.48,0.29,2.1,0.127,6.0,16.0,0.9968,3.22,0.72,11.2,5,447,0.051612903225806445,0.375,0.18750000000000003,10.07,Low,8.064
8.6,0.53,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,10.2,6,448,0.06162790697674419,0.25925925925925924,0.19607843137254904,9.35,Low,5.712
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6,449,0.03277310924369748,0.4857142857142857,0.25925925925925924,12.98,Low,6.588
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6,450,0.03277310924369748,0.4857142857142857,0.25925925925925924,12.98,Low,6.588
6.8,0.56,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,6,452,0.0823529411764706,0.5142857142857142,0.16999999999999998,7.39,Moderate,6.3
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7,453,0.03173076923076923,0.22727272727272727,0.25,11.360000000000001,Low,8.288
7.0,0.23,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,5,454,0.032857142857142856,0.31343283582089554,0.14414414414414414,7.630000000000001,Moderate,6.992999999999999
11.3,0.62,0.67,5.2,0.086,6.0,19.0,0.9988,3.22,0.69,13.4,8,455,0.05486725663716814,0.3157894736842105,0.3880597014925373,12.59,Low,9.245999999999999
8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,10.3,5,456,0.06629213483146067,0.22727272727272727,0.22330097087378636,9.88,Low,5.974
9.2,0.63,0.21,2.7,0.0969999999999999,29.0,65.0,0.9988,3.28,0.58,9.6,5,457,0.06847826086956522,0.4461538461538462,0.28125000000000006,10.040000000000001,Low,5.568
11.6,0.58,0.66,2.2,0.074,10.0,47.0,1.0008,3.25,0.57,9.0,3,459,0.049999999999999996,0.2127659574468085,0.24444444444444446,12.84,Low,5.13
9.2,0.43,0.52,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,11.3,6,460,0.04673913043478261,0.6086956521739131,0.20353982300884954,10.149999999999999,Low,6.893000000000001
8.3,0.615,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,9.3,5,461,0.07409638554216867,0.3157894736842105,0.27956989247311825,9.135000000000002,Low,5.673
11.5,0.315,0.54,2.1,0.084,5.0,15.0,0.9987,2.98,0.7,9.2,6,464,0.027391304347826086,0.3333333333333333,0.2282608695652174,12.355,Very Low,6.4399999999999995
10.3,0.5,0.42,2.0,0.069,21.0,51.0,0.9982,3.16,0.72,11.5,6,466,0.04854368932038835,0.4117647058823529,0.17391304347826086,11.22,Low,8.28
8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79,14.0,6,467,0.05227272727272727,0.3888888888888889,0.18571428571428572,9.71,Low,11.06
11.4,0.36,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62,9.2,6,468,0.031578947368421054,0.2857142857142857,0.2282608695652174,12.45,Low,5.704
8.7,0.82,0.02,1.2,0.07,36.0,48.0,0.9952,3.2,0.58,9.8,5,469,0.09425287356321839,0.75,0.12244897959183672,9.54,Low,5.684
13.0,0.32,0.65,2.6,0.093,15.0,47.0,0.9996,3.05,0.61,10.6,5,470,0.024615384615384615,0.3191489361702128,0.24528301886792456,13.97,Low,6.465999999999999
9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,6,471,0.05625000000000001,0.4807692307692308,0.21052631578947367,10.56,Low,8.094
12.5,0.37,0.55,2.6,0.083,25.0,68.0,0.9995,3.15,0.82,10.4,6,472,0.0296,0.36764705882352944,0.25,13.42,Low,8.528
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,5,475,0.07083333333333335,0.17857142857142858,0.21568627450980396,10.52,Low,6.119999999999999
9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.998,3.28,0.7,9.7,5,476,0.02903225806451613,0.375,0.2061855670103093,9.98,Low,6.789999999999999
10.4,0.24,0.49,1.8,0.075,6.0,20.0,0.9977,3.18,1.06,11.0,6,477,0.023076923076923075,0.3,0.16363636363636364,11.13,Low,11.66
9.4,0.685,0.11,2.7,0.077,6.0,31.0,0.9984,3.19,0.7,10.1,6,479,0.07287234042553192,0.1935483870967742,0.26732673267326734,10.195,Low,7.069999999999999
10.6,0.28,0.39,15.5,0.069,6.0,23.0,1.0026,3.12,0.66,9.2,5,480,0.026415094339622646,0.2608695652173913,1.6847826086956523,11.27,Low,6.072
9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,11.7,8,481,0.031914893617021274,0.35294117647058826,0.23931623931623933,10.260000000000002,Low,10.764
10.6,0.36,0.6,2.2,0.152,7.0,18.0,0.9986,3.04,1.06,9.4,5,483,0.033962264150943396,0.3888888888888889,0.23404255319148937,11.559999999999999,Low,9.964
10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,5,485,0.06568627450980392,0.35294117647058826,0.19,11.26,Low,4.699999999999999
10.2,0.645,0.36,1.8,0.053,5.0,14.0,0.9982,3.17,0.42,10.0,6,487,0.06323529411764707,0.35714285714285715,0.18,11.204999999999998,Low,4.2
9.3,0.39,0.4,2.6,0.073,10.0,26.0,0.9984,3.34,0.75,10.2,6,489,0.04193548387096774,0.38461538461538464,0.25490196078431376,10.090000000000002,Low,7.6499999999999995
9.2,0.41,0.5,2.5,0.055,12.0,25.0,0.9952,3.34,0.79,13.3,7,491,0.04456521739130435,0.48,0.18796992481203006,10.11,Low,10.507000000000001
8.9,0.4,0.51,2.6,0.052,13.0,27.0,0.995,3.32,0.9,13.4,7,492,0.0449438202247191,0.48148148148148145,0.19402985074626866,9.81,Low,12.06
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6,493,0.07931034482758621,0.2839506172839506,0.25862068965517243,9.7,Moderate,8.584
6.5,0.39,0.23,8.3,0.051,28.0,91.0,0.9952,3.44,0.55,12.1,6,494,0.060000000000000005,0.3076923076923077,0.6859504132231405,7.12,Moderate,6.655
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8,495,0.03271028037383177,0.3125,0.23636363636363636,11.579999999999998,Low,7.15
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6,496,0.06666666666666667,0.3684210526315789,0.2111111111111111,8.57,Moderate,5.8500000000000005
7.2,0.34,0.32,2.5,0.09,43.0,113.0,0.9966,3.32,0.79,11.1,5,497,0.04722222222222222,0.3805309734513274,0.22522522522522523,7.86,Low,8.769
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8,498,0.03271028037383177,0.3125,0.23636363636363636,11.579999999999998,Low,7.15
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6,499,0.07931034482758621,0.2839506172839506,0.25862068965517243,9.7,Moderate,8.584
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6,500,0.06666666666666667,0.3684210526315789,0.2111111111111111,8.57,Moderate,5.8500000000000005
10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,7,501,0.0423076923076923,0.5,0.5458333333333333,11.57,Low,10.2
10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,7,502,0.0423076923076923,0.5,0.5458333333333333,11.57,Low,10.2
10.5,0.24,0.42,1.8,0.077,6.0,22.0,0.9976,3.21,1.05,10.8,7,504,0.022857142857142857,0.2727272727272727,0.16666666666666666,11.16,Low,11.340000000000002
10.2,0.49,0.63,2.9,0.072,10.0,26.0,0.9968,3.16,0.78,12.5,7,505,0.04803921568627451,0.38461538461538464,0.23199999999999998,11.32,Low,9.75
10.4,0.24,0.46,1.8,0.075,6.0,21.0,0.9976,3.25,1.02,10.8,7,506,0.023076923076923075,0.2857142857142857,0.16666666666666666,11.100000000000001,Low,11.016000000000002
11.2,0.67,0.55,2.3,0.084,6.0,13.0,1.0,3.17,0.71,9.5,6,507,0.05982142857142858,0.46153846153846156,0.2421052631578947,12.42,Low,6.744999999999999
13.3,0.29,0.75,2.8,0.084,23.0,43.0,0.9986,3.04,0.68,11.4,7,509,0.021804511278195486,0.5348837209302325,0.24561403508771928,14.34,Low,7.752000000000001
10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,6,511,0.059,0.41935483870967744,0.21568627450980396,10.9,Low,6.425999999999999
10.7,0.4,0.48,2.1,0.125,15.0,49.0,0.998,3.03,0.81,9.7,6,512,0.03738317757009346,0.30612244897959184,0.21649484536082478,11.58,Low,7.857
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7,513,0.04857142857142857,0.4,0.20338983050847456,11.65,Low,7.788000000000001
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7,514,0.04857142857142857,0.4,0.20338983050847456,11.65,Low,7.788000000000001
8.5,0.655,0.49,6.1,0.122,34.0,151.0,1.001,3.31,1.14,9.3,5,515,0.07705882352941176,0.2251655629139073,0.6559139784946235,9.645,Low,10.602
12.5,0.6,0.49,4.3,0.1,5.0,14.0,1.001,3.25,0.74,11.9,6,516,0.048,0.35714285714285715,0.36134453781512604,13.59,Low,8.806000000000001
10.4,0.61,0.49,2.1,0.2,5.0,16.0,0.9994,3.16,0.63,8.4,3,517,0.058653846153846154,0.3125,0.25,11.5,Low,5.292000000000001
9.8,0.25,0.49,2.7,0.088,15.0,33.0,0.9982,3.42,0.9,10.0,6,520,0.02551020408163265,0.45454545454545453,0.27,10.540000000000001,Moderate,9.0
9.3,0.4,0.49,2.5,0.085,38.0,142.0,0.9978,3.22,0.55,9.4,5,523,0.04301075268817204,0.2676056338028169,0.26595744680851063,10.190000000000001,Low,5.170000000000001
9.2,0.43,0.49,2.4,0.086,23.0,116.0,0.9976,3.23,0.64,9.5,5,524,0.04673913043478261,0.19827586206896552,0.25263157894736843,10.12,Low,6.08
7.0,0.38,0.49,2.5,0.0969999999999999,33.0,85.0,0.9962,3.39,0.77,11.4,6,527,0.054285714285714284,0.38823529411764707,0.21929824561403508,7.87,Low,8.778
9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,5,529,0.06363636363636363,0.18181818181818182,0.2553191489361702,10.770000000000001,Low,5.358
9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.87,10.3,6,530,0.024175824175824177,0.03571428571428571,0.20388349514563106,9.56,Moderate,8.961
11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,5,531,0.031932773109243695,0.2857142857142857,0.2621359223300971,12.770000000000001,Low,6.283
11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,5,532,0.031932773109243695,0.2857142857142857,0.2621359223300971,12.770000000000001,Low,6.283
10.3,0.27,0.24,2.1,0.072,15.0,33.0,0.9956,3.22,0.66,12.8,6,533,0.02621359223300971,0.45454545454545453,0.1640625,10.81,Low,8.448
10.0,0.48,0.24,2.7,0.102,13.0,32.0,1.0,3.28,0.56,10.0,6,534,0.048,0.40625,0.27,10.72,Low,5.6000000000000005
9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.87,10.3,6,535,0.024175824175824177,0.03571428571428571,0.20388349514563106,9.56,Moderate,8.961
9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,5,536,0.06363636363636363,0.18181818181818182,0.2553191489361702,10.770000000000001,Low,5.358
8.1,0.825,0.24,2.1,0.084,5.0,13.0,0.9972,3.37,0.77,10.7,6,537,0.10185185185185185,0.38461538461538464,0.19626168224299068,9.165,Low,8.238999999999999
12.9,0.35,0.49,5.8,0.066,5.0,35.0,1.0014,3.2,0.66,12.0,7,538,0.02713178294573643,0.14285714285714285,0.48333333333333334,13.74,Low,7.92
11.2,0.5,0.74,5.15,0.1,5.0,17.0,0.9996,3.22,0.62,11.2,5,539,0.044642857142857144,0.29411764705882354,0.45982142857142866,12.44,Low,6.944
9.2,0.59,0.24,3.3,0.1009999999999999,20.0,47.0,0.9988,3.26,0.67,9.6,5,540,0.0641304347826087,0.425531914893617,0.34375,10.03,Low,6.432
9.5,0.46,0.49,6.3,0.064,5.0,17.0,0.9988,3.21,0.73,11.0,6,541,0.04842105263157895,0.29411764705882354,0.5727272727272728,10.450000000000001,Low,8.03
9.3,0.715,0.24,2.1,0.07,5.0,20.0,0.9966,3.12,0.59,9.9,5,542,0.07688172043010752,0.25,0.21212121212121213,10.255,Low,5.841
11.2,0.66,0.24,2.5,0.085,16.0,53.0,0.9993,3.06,0.72,11.0,6,543,0.058928571428571434,0.3018867924528302,0.22727272727272727,12.1,Low,7.92
14.3,0.31,0.74,1.8,0.075,6.0,15.0,1.0008,2.86,0.79,8.4,6,544,0.021678321678321677,0.4,0.21428571428571427,15.350000000000001,Very Low,6.636000000000001
9.1,0.47,0.49,2.6,0.094,38.0,106.0,0.9982,3.08,0.59,9.1,5,545,0.051648351648351645,0.3584905660377358,0.28571428571428575,10.06,Low,5.369
7.5,0.55,0.24,2.0,0.078,10.0,28.0,0.9983,3.45,0.78,9.5,6,546,0.07333333333333333,0.35714285714285715,0.21052631578947367,8.290000000000001,Moderate,7.41
10.6,0.31,0.49,2.5,0.067,6.0,21.0,0.9987,3.26,0.86,10.7,6,547,0.029245283018867925,0.2857142857142857,0.23364485981308414,11.4,Low,9.202
12.4,0.35,0.49,2.6,0.079,27.0,69.0,0.9994,3.12,0.75,10.4,6,548,0.0282258064516129,0.391304347826087,0.25,13.24,Low,7.800000000000001
6.8,0.51,0.01,2.1,0.074,9.0,25.0,0.9958,3.33,0.56,9.5,6,550,0.075,0.36,0.2210526315789474,7.319999999999999,Low,5.32
9.4,0.43,0.24,2.8,0.092,14.0,45.0,0.998,3.19,0.73,10.0,6,551,0.045744680851063826,0.3111111111111111,0.27999999999999997,10.07,Low,7.3
9.5,0.46,0.24,2.7,0.092,14.0,44.0,0.998,3.12,0.74,10.0,6,552,0.04842105263157895,0.3181818181818182,0.27,10.200000000000001,Low,7.4
5.0,1.04,0.24,1.6,0.05,32.0,96.0,0.9934,3.74,0.62,11.5,5,553,0.20800000000000002,0.3333333333333333,0.1391304347826087,6.28,Moderate,7.13
15.5,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,5,554,0.04161290322580645,0.43478260869565216,0.3783783783783784,16.634999999999998,Very Low,8.214
10.9,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,6,556,0.04862385321100918,0.5882352941176471,0.39316239316239315,11.92,Low,6.5520000000000005
15.6,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,5,557,0.041346153846153845,0.43478260869565216,0.3783783783783784,16.735,Very Low,8.214
13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,6,559,0.036153846153846154,0.1276595744680851,0.33858267716535434,13.96,Low,8.636000000000001
12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,5,560,0.047244094488188976,0.2631578947368421,0.24561403508771928,13.79,Low,6.497999999999999
9.0,0.54,0.49,2.9,0.094,41.0,110.0,0.9982,3.08,0.61,9.2,5,562,0.060000000000000005,0.37272727272727274,0.31521739130434784,10.03,Low,5.611999999999999
7.6,0.29,0.49,2.7,0.092,25.0,60.0,0.9971,3.31,0.61,10.1,6,563,0.038157894736842106,0.4166666666666667,0.26732673267326734,8.379999999999999,Low,6.161
13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,6,564,0.036153846153846154,0.1276595744680851,0.33858267716535434,13.96,Low,8.636000000000001
12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,5,565,0.047244094488188976,0.2631578947368421,0.24561403508771928,13.79,Low,6.497999999999999
8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,9.0,6,567,0.08045977011494253,0.3333333333333333,0.2777777777777778,9.639999999999999,Low,5.3999999999999995
9.8,0.5,0.49,2.6,0.25,5.0,20.0,0.999,3.31,0.79,10.7,6,568,0.0510204081632653,0.25,0.2429906542056075,10.790000000000001,Low,8.453
6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,6,569,0.058064516129032254,0.4523809523809524,0.18803418803418806,6.800000000000001,Moderate,6.668999999999999
11.5,0.35,0.49,3.3,0.07,10.0,37.0,1.0003,3.32,0.91,11.0,6,570,0.03043478260869565,0.2702702702702703,0.3,12.34,Low,10.01
10.2,0.24,0.49,2.4,0.075,10.0,28.0,0.9978,3.14,0.61,10.4,5,572,0.023529411764705882,0.35714285714285715,0.23076923076923075,10.93,Low,6.344
9.9,0.5,0.24,2.3,0.103,6.0,14.0,0.9978,3.34,0.52,10.0,4,576,0.050505050505050504,0.42857142857142855,0.22999999999999998,10.64,Low,5.2
8.8,0.44,0.49,2.8,0.083,18.0,111.0,0.9982,3.3,0.6,9.5,5,577,0.049999999999999996,0.16216216216216217,0.29473684210526313,9.73,Low,5.7
8.8,0.47,0.49,2.9,0.085,17.0,110.0,0.9982,3.29,0.6,9.8,5,578,0.0534090909090909,0.15454545454545454,0.29591836734693877,9.760000000000002,Low,5.88
10.6,0.31,0.49,2.2,0.063,18.0,40.0,0.9976,3.14,0.51,9.8,6,579,0.029245283018867925,0.45,0.22448979591836735,11.4,Low,4.998
12.3,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,5,580,0.04065040650406504,0.35714285714285715,0.22916666666666669,13.290000000000001,Low,4.224
12.3,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,5,581,0.04065040650406504,0.35714285714285715,0.22916666666666669,13.290000000000001,Low,4.224
12.0,0.28,0.49,1.9,0.074,10.0,21.0,0.9976,2.98,0.66,9.9,7,583,0.023333333333333334,0.47619047619047616,0.1919191919191919,12.77,Very Low,6.534000000000001
7.3,0.73,0.24,1.9,0.108,18.0,102.0,0.9967,3.26,0.59,9.3,5,587,0.1,0.17647058823529413,0.2043010752688172,8.27,Low,5.487
5.0,0.42,0.24,2.0,0.06,19.0,50.0,0.9917,3.72,0.74,14.0,8,588,0.08399999999999999,0.38,0.14285714285714285,5.66,Moderate,10.36
9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,5,590,0.05,0.28,0.2680412371134021,9.94,Low,5.528999999999999
6.6,0.39,0.49,1.7,0.07,23.0,149.0,0.9922,3.12,0.5,11.5,6,591,0.0590909090909091,0.15436241610738255,0.14782608695652175,7.4799999999999995,Low,5.75
9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,5,592,0.05,0.28,0.2680412371134021,9.94,Low,5.528999999999999
9.9,0.49,0.58,3.5,0.094,9.0,43.0,1.0004,3.29,0.58,9.0,5,593,0.049494949494949494,0.20930232558139536,0.3888888888888889,10.97,Low,5.22
8.9,0.595,0.41,7.9,0.086,30.0,109.0,0.9998,3.27,0.57,9.3,5,595,0.06685393258426965,0.27522935779816515,0.8494623655913979,9.905000000000001,Low,5.301
12.4,0.4,0.51,2.0,0.059,6.0,24.0,0.9994,3.04,0.6,9.3,6,596,0.03225806451612903,0.25,0.2150537634408602,13.31,Low,5.58
8.5,0.585,0.18,2.1,0.078,5.0,30.0,0.9967,3.2,0.48,9.8,6,598,0.0688235294117647,0.16666666666666666,0.21428571428571427,9.265,Low,4.704
7.7,0.835,0.0,2.6,0.081,6.0,14.0,0.9975,3.3,0.52,9.3,5,602,0.10844155844155844,0.42857142857142855,0.27956989247311825,8.535,Low,4.836
8.3,0.58,0.13,2.9,0.096,14.0,63.0,0.9984,3.17,0.62,9.1,6,604,0.06987951807228915,0.2222222222222222,0.31868131868131866,9.010000000000002,Low,5.6419999999999995
8.8,0.48,0.41,3.3,0.092,26.0,52.0,0.9982,3.31,0.53,10.5,6,607,0.054545454545454536,0.5,0.3142857142857143,9.690000000000001,Low,5.565
10.1,0.65,0.37,5.1,0.11,11.0,65.0,1.0026,3.32,0.64,10.4,6,608,0.06435643564356436,0.16923076923076924,0.4903846153846153,11.12,Low,6.656000000000001
6.3,0.36,0.19,3.2,0.075,15.0,39.0,0.9956,3.56,0.52,12.7,6,609,0.05714285714285714,0.38461538461538464,0.2519685039370079,6.8500000000000005,Moderate,6.604
8.8,0.24,0.54,2.5,0.083,25.0,57.0,0.9983,3.39,0.54,9.2,5,610,0.027272727272727268,0.43859649122807015,0.27173913043478265,9.580000000000002,Low,4.968
13.2,0.38,0.55,2.7,0.081,5.0,16.0,1.0006,2.98,0.54,9.4,5,611,0.02878787878787879,0.3125,0.2872340425531915,14.13,Very Low,5.0760000000000005
7.5,0.64,0.0,2.4,0.077,18.0,29.0,0.9965,3.32,0.6,10.0,6,612,0.08533333333333333,0.6206896551724138,0.24,8.14,Low,6.0
9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,9.7,5,616,0.0625,0.39436619718309857,0.23711340206185566,10.7,Moderate,5.528999999999999
11.5,0.31,0.51,2.2,0.079,14.0,28.0,0.9982,3.03,0.93,9.8,6,617,0.026956521739130435,0.5,0.22448979591836735,12.32,Low,9.114
11.3,0.37,0.41,2.3,0.088,6.0,16.0,0.9988,3.09,0.8,9.3,5,619,0.03274336283185841,0.375,0.24731182795698922,12.08,Low,7.440000000000001
8.3,0.54,0.24,3.4,0.076,16.0,112.0,0.9976,3.27,0.61,9.4,5,620,0.06506024096385542,0.14285714285714285,0.36170212765957444,9.08,Low,5.734
8.2,0.56,0.23,3.4,0.078,14.0,104.0,0.9976,3.28,0.62,9.4,5,621,0.06829268292682929,0.1346153846153846,0.36170212765957444,8.99,Low,5.828
10.0,0.58,0.22,1.9,0.08,9.0,32.0,0.9974,3.13,0.55,9.5,5,622,0.057999999999999996,0.28125,0.19999999999999998,10.8,Low,5.2250000000000005
6.8,0.69,0.0,5.6,0.124,21.0,58.0,0.9997,3.46,0.72,10.2,5,625,0.10147058823529412,0.3620689655172414,0.5490196078431373,7.49,Moderate,7.343999999999999
8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,5,626,0.06818181818181818,0.3333333333333333,0.2417582417582418,9.69,Low,4.459
8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,5,627,0.06818181818181818,0.3333333333333333,0.2417582417582418,9.69,Low,4.459
8.7,0.54,0.26,2.5,0.0969999999999999,7.0,31.0,0.9976,3.27,0.6,9.3,6,628,0.062068965517241385,0.22580645161290322,0.26881720430107525,9.499999999999998,Low,5.58
7.6,0.685,0.23,2.3,0.111,20.0,84.0,0.9964,3.21,0.61,9.3,5,629,0.09013157894736844,0.23809523809523808,0.24731182795698922,8.515,Low,5.673
8.7,0.54,0.26,2.5,0.0969999999999999,7.0,31.0,0.9976,3.27,0.6,9.3,6,630,0.062068965517241385,0.22580645161290322,0.26881720430107525,9.499999999999998,Low,5.58
10.4,0.28,0.54,2.7,0.105,5.0,19.0,0.9988,3.25,0.63,9.5,5,631,0.026923076923076925,0.2631578947368421,0.28421052631578947,11.219999999999999,Low,5.985
7.6,0.41,0.14,3.0,0.087,21.0,43.0,0.9964,3.32,0.57,10.5,6,632,0.05394736842105263,0.4883720930232558,0.2857142857142857,8.15,Low,5.984999999999999
10.1,0.935,0.22,3.4,0.105,11.0,86.0,1.001,3.43,0.64,11.3,4,633,0.09257425742574259,0.12790697674418605,0.30088495575221236,11.255,Moderate,7.232
7.9,0.35,0.21,1.9,0.073,46.0,102.0,0.9964,3.27,0.58,9.5,5,634,0.044303797468354424,0.45098039215686275,0.19999999999999998,8.46,Low,5.51
8.7,0.84,0.0,1.4,0.065,24.0,33.0,0.9954,3.27,0.55,9.7,5,635,0.09655172413793103,0.7272727272727273,0.1443298969072165,9.54,Low,5.335
9.6,0.88,0.28,2.4,0.086,30.0,147.0,0.9979,3.24,0.53,9.4,5,636,0.09166666666666667,0.20408163265306123,0.2553191489361702,10.76,Low,4.982
9.5,0.885,0.27,2.3,0.084,31.0,145.0,0.9978,3.24,0.53,9.4,5,637,0.0931578947368421,0.21379310344827587,0.24468085106382975,10.655,Low,4.982
8.9,0.29,0.35,1.9,0.067,25.0,57.0,0.997,3.18,1.36,10.3,6,639,0.03258426966292134,0.43859649122807015,0.1844660194174757,9.54,Low,14.008000000000003
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,5,640,0.05454545454545455,0.4,0.24468085106382975,10.89,Low,5.828
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,5,642,0.05454545454545455,0.4,0.24468085106382975,10.89,Low,5.828
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,5,644,0.05454545454545455,0.4,0.24468085106382975,10.89,Low,5.828
8.3,0.845,0.01,2.2,0.07,5.0,14.0,0.9967,3.32,0.58,11.0,4,647,0.10180722891566264,0.35714285714285715,0.2,9.155000000000001,Low,6.38
8.7,0.48,0.3,2.8,0.066,10.0,28.0,0.9964,3.33,0.67,11.2,7,648,0.05517241379310345,0.35714285714285715,0.25,9.48,Low,7.504
6.7,0.42,0.27,8.6,0.068,24.0,148.0,0.9948,3.16,0.57,11.3,6,649,0.0626865671641791,0.16216216216216217,0.7610619469026548,7.390000000000001,Low,6.441
10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,5,650,0.04018691588785047,0.25,0.22916666666666669,11.52,Very Low,4.8
15.9,0.36,0.65,7.5,0.096,22.0,71.0,0.9976,2.98,0.84,14.9,5,652,0.022641509433962263,0.30985915492957744,0.5033557046979865,16.91,Very Low,12.516
9.4,0.33,0.59,2.8,0.079,9.0,30.0,0.9976,3.12,0.54,12.0,6,653,0.035106382978723406,0.3,0.2333333333333333,10.32,Low,6.48
8.6,0.47,0.47,2.4,0.074,7.0,29.0,0.9979,3.08,0.46,9.5,5,654,0.05465116279069767,0.2413793103448276,0.25263157894736843,9.540000000000001,Low,4.37
9.7,0.55,0.17,2.9,0.087,20.0,53.0,1.0004,3.14,0.61,9.4,5,655,0.05670103092783506,0.37735849056603776,0.30851063829787234,10.42,Low,5.734
